date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:50	102616/102616	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:50%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/indexfbd9.html	(from )
22:58:51	237/237	---M--	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202024%2019:58:51%20GMT	https://uena.dexignzone.com/robots.txt		(from )
22:58:51	406/406	---M--	200	added ('OK')	image/png	etag:%22196-5bbea951cfe80%22	https://uena.dexignzone.com/cakephp/demo/images/favicon.png	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/favicon.png	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:52	10722/10722	---M--	200	added ('OK')	text/css	etag:%2229e2-58dde99508380%22	https://uena.dexignzone.com/cakephp/demo/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:52	165888/165888	---M--	200	added ('OK')	image/png	etag:%2228800-60b5c9fbb1a40%22	https://uena.dexignzone.com/cakephp/social-image.png	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/social-image.png	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:52	11512/11512	---M--	200	added ('OK')	text/css	etag:%222cf8-60280fabca380%22	https://uena.dexignzone.com/cakephp/demo/vendor/chartist/css/chartist.min.css	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/vendor/chartist/css/chartist.min.css	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:53	6991/6991	---M--	200	added ('OK')	image/jpeg	etag:%221b4f-5bccab33ba700%22	https://uena.dexignzone.com/cakephp/demo/images/avatar/1.jpg	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/avatar/1.jpg	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:53	10188/10188	---M--	200	added ('OK')	image/jpeg	etag:%2227cc-5bccab33ba700%22	https://uena.dexignzone.com/cakephp/demo/images/avatar/2.jpg	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/avatar/2.jpg	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:54	9609/9609	---M--	200	added ('OK')	image/jpeg	etag:%222589-5bccab33ba700%22	https://uena.dexignzone.com/cakephp/demo/images/avatar/3.jpg	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/avatar/3.jpg	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:54	1727920/1727920	---M--	200	added ('OK')	text/css	etag:%221a5db0-6055343ab7b00%22	https://uena.dexignzone.com/cakephp/demo/css/style.css	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/css/style.css	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:54	8706/8706	---M--	200	added ('OK')	image/jpeg	etag:%222202-5bccab33ba700%22	https://uena.dexignzone.com/cakephp/demo/images/avatar/4.jpg	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/avatar/4.jpg	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:54	11073/11073	---M--	200	added ('OK')	image/jpeg	etag:%222b41-5bccab33ba700%22	https://uena.dexignzone.com/cakephp/demo/images/avatar/5.jpg	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/avatar/5.jpg	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:55	3886/3886	---M--	200	added ('OK')	image/jpeg	etag:%22f2e-5bccacaf4a680%22	https://uena.dexignzone.com/cakephp/demo/images/profile/pic1.jpg	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/images/profile/pic1.jpg	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:55	102400/102400	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:56%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/app-profile	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/app-profile.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:55	101950/101950	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:56%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/email-inbox	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/email-inbox.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:55	6583/6583	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:56%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/login	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/login.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:56	102970/102970	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:56%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/index2	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/index2.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:56	112266/112266	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:57%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/orders-list	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/orders-list.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:56	91914/91914	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:57%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/order-detail	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/order-detail.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:57	103624/103624	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:57%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/customer-list	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/customer-list.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:57	141162/141162	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:58%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/analytics	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/analytics.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:57	100295/100295	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:58%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/reviews	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/reviews.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:58	90198/90198	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:58%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/post-details	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/post-details.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
22:58:58	80733/80733	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2019:58:58%20GMT	https://uena.dexignzone.com/cakephp/demo/uena-admin/email-compose	C:/Users/Orange/Desktop/pppppppp/uena.dexignzone.com/cakephp/demo/uena-admin/email-compose.html	(from https://uena.dexignzone.com/cakephp/demo/uena-admin/index?theme=0)
